shift_date,total_icu_patients,patient_out_count,patient_intake_count,average_los
2008-05-10T00:00:00Z,32,9,12,2.6818195408950616
2008-05-11T00:00:00Z,31,6,5,0.6736419753086419
2008-05-12T00:00:00Z,32,10,8,1.0396913580246914
2008-05-13T00:00:00Z,31,9,8,1.648695987654321
2008-05-14T00:00:00Z,27,13,9,1.8192997685185188
2008-05-15T00:00:00Z,22,7,6,1.5785699588477364
2008-05-16T00:00:00Z,23,10,8,4.029440586419753
2008-05-17T00:00:00Z,24,9,11,2.366617476851852
2008-05-18T00:00:00Z,29,5,12,4.86503125
2008-05-19T00:00:00Z,31,11,7,1.0723967978395061
2008-05-20T00:00:00Z,29,9,12,2.582248263888889
2008-05-21T00:00:00Z,34,9,13,4.655694637345679
2008-05-22T00:00:00Z,33,9,8,3.729279513888889
2008-05-23T00:00:00Z,35,9,12,2.429349279835391
2008-05-24T00:00:00Z,32,9,6,2.550515046296296
2008-05-25T00:00:00Z,30,6,4,1.6580005787037038
2008-05-26T00:00:00Z,32,12,14,4.780816261574074
2008-05-27T00:00:00Z,37,6,11,6.662669495884773
2008-05-28T00:00:00Z,40,13,15,1.8187584876543206
2008-05-29T00:00:00Z,39,9,7,0.7883458719135802
2008-05-30T00:00:00Z,33,9,4,1.0146248070987653
2008-05-31T00:00:00Z,29,13,7,1.370265239197531
2008-06-01T00:00:00Z,26,11,9,3.2936062885802464
2008-06-02T00:00:00Z,25,6,7,9.958695023148147
2008-06-03T00:00:00Z,29,4,9,4.098438946759259
2008-06-04T00:00:00Z,34,5,9,1.1287220293209876
2008-06-05T00:00:00Z,37,16,17,3.112487851815109
2008-06-06T00:00:00Z,39,10,14,2.348895318930041
2008-06-07T00:00:00Z,36,11,8,2.6617457561728397
2008-06-08T00:00:00Z,36,9,5,0.976940586419753
2008-06-09T00:00:00Z,31,9,7,1.5589088220164609
2008-06-10T00:00:00Z,32,5,7,2.279093364197531
2008-06-11T00:00:00Z,35,9,9,1.1727083333333332
2008-06-12T00:00:00Z,36,8,11,2.294064911265432
2008-06-13T00:00:00Z,40,6,12,1.6463966049382714
2008-06-14T00:00:00Z,38,12,9,2.25697337962963
2008-06-15T00:00:00Z,39,10,9,3.708549382716049
2008-06-16T00:00:00Z,37,9,8,1.554070216049383
2008-06-17T00:00:00Z,35,12,10,2.060940554269547
2008-06-18T00:00:00Z,31,10,8,1.924716435185185
2008-06-19T00:00:00Z,33,9,9,2.3768942901234564
2008-06-20T00:00:00Z,28,9,4,1.529189814814815
2008-06-21T00:00:00Z,29,6,9,0.7900794110082305
2008-06-22T00:00:00Z,30,12,12,2.372239261831276
2008-06-23T00:00:00Z,33,14,16,2.6714132265946504
2008-06-24T00:00:00Z,37,10,14,4.197211934156378
2008-06-25T00:00:00Z,33,13,8,1.41367862654321
2008-06-26T00:00:00Z,27,10,7,2.6588258744855966
2008-06-27T00:00:00Z,32,8,11,1.3347119984567903
2008-06-28T00:00:00Z,31,12,10,1.3714882330246914
2008-06-29T00:00:00Z,28,9,7,1.976428433641975
2008-06-30T00:00:00Z,33,7,12,2.744804365997942
2008-07-01T00:00:00Z,35,7,11,1.9668909465020574
2008-07-02T00:00:00Z,37,10,8,1.9057294881687241
2008-07-03T00:00:00Z,34,11,11,2.6786980774176956
2008-07-04T00:00:00Z,29,10,5,0.618515625
2008-07-05T00:00:00Z,36,5,12,2.908167116769547
2008-07-06T00:00:00Z,34,14,10,3.9111014660493826
2008-07-07T00:00:00Z,39,8,14,2.547398405349794
2008-07-08T00:00:00Z,33,13,7,2.3909563078703706
2008-07-09T00:00:00Z,35,10,9,4.2673585390946505
2008-07-10T00:00:00Z,34,8,9,1.694979102366255
2008-07-11T00:00:00Z,33,8,10,6.015769354423868
2008-07-12T00:00:00Z,38,8,11,10.821778549382715
2008-07-13T00:00:00Z,40,11,10,1.8186570216049385
2008-07-14T00:00:00Z,37,8,7,5.445380979938271
2008-07-15T00:00:00Z,35,9,10,4.019120048868313
2008-07-16T00:00:00Z,39,9,13,1.30658677340535
2008-07-17T00:00:00Z,37,11,8,2.169682355967078
2008-07-18T00:00:00Z,34,11,9,3.1612770061728397
2008-07-19T00:00:00Z,36,10,9,5.7187763631687245
2008-07-20T00:00:00Z,36,7,11,1.763670428240741
2008-07-21T00:00:00Z,34,13,10,1.1532002314814818
2008-07-22T00:00:00Z,41,5,13,2.39737606095679
2008-07-23T00:00:00Z,42,13,13,4.936318801440329
2008-07-24T00:00:00Z,38,11,5,1.7484230324074075
2008-07-25T00:00:00Z,32,11,9,2.8931539351851856
2008-07-26T00:00:00Z,37,9,11,2.4705905992798356
2008-07-27T00:00:00Z,34,9,6,1.1716213348765432
2008-07-28T00:00:00Z,37,6,9,2.4213548096707815
2008-07-29T00:00:00Z,41,6,13,2.6647207754629627
2008-07-30T00:00:00Z,40,16,11,1.3552991576646092
2008-07-31T00:00:00Z,45,10,16,4.577716049382716
2008-08-01T00:00:00Z,42,16,15,5.626180314429013
2008-08-02T00:00:00Z,43,13,13,1.7313999807098763
2008-08-03T00:00:00Z,38,9,5,1.4185609567901236
2008-08-04T00:00:00Z,37,10,9,1.677776652520576
2008-08-05T00:00:00Z,36,12,10,1.1866229423868315
2008-08-06T00:00:00Z,27,14,7,2.195715663580247
2008-08-07T00:00:00Z,27,7,8,1.4619126157407407
2008-08-08T00:00:00Z,33,9,12,2.6893938078703705
2008-08-09T00:00:00Z,30,10,8,1.474207175925926
2008-08-10T00:00:00Z,35,10,15,3.2904745370370367
2008-08-11T00:00:00Z,30,12,6,0.9210566165123457
2008-08-12T00:00:00Z,27,11,7,0.9265647505144033
2008-08-13T00:00:00Z,30,6,13,3.4430118312757205
2008-08-14T00:00:00Z,41,11,21,3.689958847736625
2008-08-15T00:00:00Z,47,10,16,3.0837577160493823
2008-08-16T00:00:00Z,46,15,10,2.134662808641975
2008-08-17T00:00:00Z,37,17,12,2.920574845679013
2008-08-18T00:00:00Z,40,13,14,3.651777006172839
2008-08-19T00:00:00Z,39,9,10,2.489980709876543
2008-08-20T00:00:00Z,41,11,11,2.2149837641460906
2008-08-21T00:00:00Z,37,10,6,3.4148746141975312
2008-08-22T00:00:00Z,35,12,11,2.400234214248971
2008-08-23T00:00:00Z,34,10,9,2.1295365547839507
2008-08-24T00:00:00Z,32,8,8,1.8762255658436213
2008-08-25T00:00:00Z,31,9,8,5.0625231481481485
2008-08-26T00:00:00Z,38,6,12,1.7770151748971195
2008-08-27T00:00:00Z,36,12,9,2.7024778163580248
2008-08-28T00:00:00Z,39,12,14,2.1209902263374487
2008-08-29T00:00:00Z,35,11,7,1.8147559799382715
2008-08-30T00:00:00Z,27,12,4,1.4747010030864198
2008-08-31T00:00:00Z,28,3,7,3.4701125257201646
2008-09-01T00:00:00Z,30,5,5,1.6533526234567901
2008-09-02T00:00:00Z,37,7,14,2.9181545781893004
2008-09-03T00:00:00Z,27,13,4,0.6811959876543211
2008-09-04T00:00:00Z,30,8,9,3.3841257716049387
2008-09-05T00:00:00Z,30,11,13,3.2073733281893
2008-09-06T00:00:00Z,35,7,11,2.9447093621399176
2008-09-07T00:00:00Z,38,14,14,1.3711191486625516
2008-09-08T00:00:00Z,40,11,15,2.565101369598765
2008-09-09T00:00:00Z,34,14,8,2.9910358796296297
2008-09-10T00:00:00Z,33,10,10,1.9128094457304528
2008-09-11T00:00:00Z,33,9,10,1.7817073366769547
2008-09-12T00:00:00Z,36,8,12,4.320252379115226
2008-09-13T00:00:00Z,38,12,8,1.2813795653292182
2008-09-14T00:00:00Z,36,7,8,10.123514178240741
2008-09-15T00:00:00Z,36,8,9,1.6753211805555555
2008-09-16T00:00:00Z,33,8,6,1.2098357124485597
2008-09-17T00:00:00Z,33,9,7,1.7878717206790122
2008-09-18T00:00:00Z,33,9,11,2.2914443479938273
2008-09-19T00:00:00Z,36,12,13,3.3100106095679016
2008-09-20T00:00:00Z,36,11,10,1.525945698302469
2008-09-21T00:00:00Z,32,11,9,2.030659722222222
2008-09-22T00:00:00Z,34,9,11,1.663431552211934
2008-09-23T00:00:00Z,36,12,14,2.5586657664609054
2008-09-24T00:00:00Z,33,13,11,3.6411905221193415
2008-09-25T00:00:00Z,35,8,11,1.124841820987654
2008-09-26T00:00:00Z,34,11,9,1.8142113554526749
2008-09-27T00:00:00Z,33,13,11,1.8967790316358026
2008-09-28T00:00:00Z,39,10,17,3.8430933320473257
2008-09-29T00:00:00Z,36,10,8,1.9844748263888885
2008-09-30T00:00:00Z,33,10,4,3.158585069444445
2008-10-01T00:00:00Z,31,10,9,2.552604809670782
2008-10-02T00:00:00Z,37,8,13,3.8448498585390944
2008-10-03T00:00:00Z,46,10,20,5.185177372685185
2008-10-04T00:00:00Z,40,16,6,3.5506346450617285
2008-10-05T00:00:00Z,36,10,12,0.9972791280864196
2008-10-06T00:00:00Z,38,13,14,2.8739324524176957
2008-10-07T00:00:00Z,35,13,10,2.75217271090535
2008-10-08T00:00:00Z,32,7,6,2.7693123070987653
2008-10-09T00:00:00Z,35,9,10,1.9446513310185185
2008-10-10T00:00:00Z,36,11,13,1.817216435185185
2008-10-11T00:00:00Z,34,12,8,2.898882137345679
2008-10-12T00:00:00Z,35,7,9,3.6981664737654323
2008-10-13T00:00:00Z,28,15,9,2.4626623585390948
2008-10-14T00:00:00Z,32,8,11,2.439537037037037
2008-10-15T00:00:00Z,36,9,14,1.7904095936213993
2008-10-16T00:00:00Z,46,6,18,1.5855913708847738
2008-10-17T00:00:00Z,37,21,6,2.083808834876543
2008-10-18T00:00:00Z,36,6,10,3.192946566358025
2008-10-19T00:00:00Z,35,11,10,1.3867433449074074
2008-10-20T00:00:00Z,40,7,11,5.5194140625
2008-10-21T00:00:00Z,34,15,9,1.3765560699588477
2008-10-22T00:00:00Z,32,11,10,1.1496550282921811
2008-10-23T00:00:00Z,37,9,12,2.121736754115226
2008-10-24T00:00:00Z,34,12,11,5.000252700617285
2008-10-25T00:00:00Z,41,7,14,3.8762844650205763
2008-10-26T00:00:00Z,33,15,8,2.423824588477366
2008-10-27T00:00:00Z,40,11,12,1.6847911844135803
2008-10-28T00:00:00Z,43,10,15,2.1277084940843625
2008-10-29T00:00:00Z,39,17,13,2.8440200617283953
2008-10-30T00:00:00Z,36,14,12,5.187845936213992
2008-10-31T00:00:00Z,35,14,14,3.3817172067901233
2008-11-01T00:00:00Z,36,5,8,1.6569945987654322
2008-11-02T00:00:00Z,40,13,14,2.0795480599647265
2008-11-03T00:00:00Z,37,14,9,1.7102022247942388
2008-11-04T00:00:00Z,37,12,16,3.2925140174897116
2008-11-05T00:00:00Z,38,11,11,5.23457433127572
2008-11-06T00:00:00Z,42,8,13,1.897230742026749
2008-11-07T00:00:00Z,39,10,6,2.5345273919753084
2008-11-08T00:00:00Z,43,14,16,5.960940875771605
2008-11-09T00:00:00Z,44,7,12,3.2596214313271603
2008-11-10T00:00:00Z,49,9,13,4.0999164094650205
2008-11-11T00:00:00Z,54,15,16,3.2722620884773668
2008-11-12T00:00:00Z,51,10,9,2.9230767746913577
2008-11-13T00:00:00Z,55,10,14,2.2255852944958847
2008-11-14T00:00:00Z,46,21,10,2.891701388888889
2008-11-15T00:00:00Z,37,14,8,3.3649286265432097
2008-11-16T00:00:00Z,33,10,8,2.6930415702160495
2008-11-17T00:00:00Z,46,6,17,7.234239326131687
2008-11-18T00:00:00Z,44,11,6,2.7040760030864193
2008-11-19T00:00:00Z,40,9,6,0.8748649691358024
2008-11-20T00:00:00Z,36,13,11,3.0155902777777777
2008-11-21T00:00:00Z,39,6,10,1.7957400977366256
2008-11-22T00:00:00Z,43,13,15,1.3966066743827161
2008-11-23T00:00:00Z,44,14,16,2.826583526234568
2008-11-24T00:00:00Z,53,12,21,4.223390882201646
2008-11-25T00:00:00Z,49,17,12,2.176576260288066
2008-11-26T00:00:00Z,47,13,11,2.7903028549382713
2008-11-27T00:00:00Z,49,9,10,2.622459490740741
2008-11-28T00:00:00Z,49,13,13,2.2086990419238686
2008-11-29T00:00:00Z,42,15,9,1.581363811728395
2008-11-30T00:00:00Z,44,11,14,4.230553948045268
2008-12-01T00:00:00Z,41,13,10,4.518637731481481
2008-12-02T00:00:00Z,39,13,12,1.9955794110082303
2008-12-03T00:00:00Z,42,4,8,2.1278192515432095
2008-12-04T00:00:00Z,44,9,9,2.1265663580246916
2008-12-05T00:00:00Z,43,8,7,0.8375783179012345
2008-12-06T00:00:00Z,38,13,6,1.9135590277777776
2008-12-07T00:00:00Z,37,9,12,3.6376372813786007
2008-12-08T00:00:00Z,36,11,9,1.2684955632716048
2008-12-09T00:00:00Z,44,13,20,3.2509216820987654
2008-12-10T00:00:00Z,45,8,10,2.252155832047325
2008-12-11T00:00:00Z,45,14,11,2.483601466049383
2008-12-12T00:00:00Z,36,15,7,1.5687030606995884
2008-12-13T00:00:00Z,37,11,13,1.7548913323045268
2008-12-14T00:00:00Z,43,10,13,2.506119470164609
2008-12-15T00:00:00Z,43,11,15,2.9654216499485595
2008-12-16T00:00:00Z,48,7,9,3.1357118055555557
2008-12-17T00:00:00Z,43,18,14,3.9139247363683123
2008-12-18T00:00:00Z,44,13,14,1.6304488811728397
2008-12-19T00:00:00Z,40,12,8,2.0010291280864196
2008-12-20T00:00:00Z,41,14,16,2.6153255208333333
2008-12-21T00:00:00Z,39,14,12,3.099533179012346
2008-12-22T00:00:00Z,36,13,11,3.3438006365740747
2008-12-23T00:00:00Z,34,8,3,1.670655864197531
2008-12-24T00:00:00Z,27,9,4,0.6343248456790124
2008-12-25T00:00:00Z,36,5,15,2.241985789609054
2008-12-26T00:00:00Z,35,9,7,1.5804266332304528
2008-12-27T00:00:00Z,31,13,10,3.497822916666667
2008-12-28T00:00:00Z,40,11,18,10.699247685185185
2008-12-29T00:00:00Z,38,7,8,4.10076774691358
2008-12-30T00:00:00Z,41,11,13,2.474682195216049
2008-12-31T00:00:00Z,42,10,10,4.073952867798353
2009-01-01T00:00:00Z,40,9,9,1.7812206790123455
2009-01-02T00:00:00Z,42,6,8,6.868854809670783
2009-01-03T00:00:00Z,45,11,11,1.7965547839506175
2009-01-04T00:00:00Z,43,9,9,1.6319162808641978
2009-01-05T00:00:00Z,42,8,7,0.7765329218106997
2009-01-06T00:00:00Z,36,15,8,4.133561921296297
2009-01-07T00:00:00Z,37,9,10,1.377014853395062
2009-01-08T00:00:00Z,36,7,7,3.3901054526748973
2009-01-09T00:00:00Z,40,8,12,5.223176890432099
2009-01-10T00:00:00Z,41,13,14,3.2237755594135806
2009-01-11T00:00:00Z,51,8,19,4.419968492798354
2009-01-12T00:00:00Z,50,16,9,1.1579359567901235
2009-01-13T00:00:00Z,45,13,12,2.043328832304527
2009-01-14T00:00:00Z,50,10,12,1.9865886794532628
2009-01-15T00:00:00Z,41,12,7,1.5139506172839508
2009-01-16T00:00:00Z,43,11,14,2.0116136188271607
2009-01-17T00:00:00Z,37,13,5,1.2884239969135802
2009-01-18T00:00:00Z,39,10,8,1.5566856352880656
2009-01-19T00:00:00Z,37,11,13,1.8012301311728394
2009-01-20T00:00:00Z,31,15,10,7.02447762345679
2009-01-21T00:00:00Z,40,6,15,5.501631140689301
2009-01-22T00:00:00Z,46,4,10,1.1313694380144033
2009-01-23T00:00:00Z,39,17,10,2.205244341563786
2009-01-24T00:00:00Z,40,12,9,2.7621399176954733
2009-01-25T00:00:00Z,29,11,5,0.6521926440329219
2009-01-26T00:00:00Z,34,7,11,3.534307966820988
2009-01-27T00:00:00Z,32,9,6,4.620210262345679
2009-01-28T00:00:00Z,37,6,12,3.704879050925926
2009-01-29T00:00:00Z,42,8,12,2.4974517746913576
2009-01-30T00:00:00Z,37,14,9,2.8112606095679014
2009-01-31T00:00:00Z,40,11,14,2.432916666666667
2009-02-01T00:00:00Z,34,12,9,3.087701260288066
2009-02-02T00:00:00Z,44,7,16,3.4822992219650204
2009-02-03T00:00:00Z,45,8,9,3.804691358024692
2009-02-04T00:00:00Z,50,11,15,1.938424318415638
2009-02-05T00:00:00Z,42,21,12,3.176266075102881
2009-02-06T00:00:00Z,38,14,11,1.6170363940329218
2009-02-07T00:00:00Z,33,10,5,1.126260609567901
2009-02-08T00:00:00Z,34,11,11,2.3532499035493823
2009-02-09T00:00:00Z,35,9,12,3.2585320216049385
2009-02-10T00:00:00Z,33,8,7,3.8065094521604936
2009-02-11T00:00:00Z,28,15,9,3.152582304526749
2009-02-12T00:00:00Z,34,6,11,2.8955414094650203
2009-02-13T00:00:00Z,40,8,14,2.6432230581275724
2009-02-14T00:00:00Z,47,9,17,6.514736689814814
2009-02-15T00:00:00Z,49,10,13,7.0566031700102885
2009-02-16T00:00:00Z,49,13,11,2.3173210841049383
2009-02-17T00:00:00Z,60,10,21,2.5983018628747794
2009-02-18T00:00:00Z,57,20,16,2.2506278935185184
2009-02-19T00:00:00Z,63,11,15,3.7868299897119333
2009-02-20T00:00:00Z,49,19,7,1.43147762345679
2009-02-21T00:00:00Z,49,8,9,6.242173032407408
2009-02-22T00:00:00Z,49,13,12,3.1692026748971194
2009-02-23T00:00:00Z,49,11,14,3.6367153512639625
2009-02-24T00:00:00Z,53,13,14,1.4378160365226338
2009-02-25T00:00:00Z,39,21,7,1.2241695601851852
2009-02-26T00:00:00Z,41,10,12,3.639373231738683
2009-02-27T00:00:00Z,36,14,12,13.053568190586418
2009-02-28T00:00:00Z,44,8,13,5.015852784207818
2009-03-01T00:00:00Z,46,10,13,3.3986246141975305
2009-03-02T00:00:00Z,50,10,15,3.1716121720679014
2009-03-03T00:00:00Z,43,16,8,1.9712953317901232
2009-03-04T00:00:00Z,40,9,9,3.7077671682098767
2009-03-05T00:00:00Z,52,3,15,5.61577617026749
2009-03-06T00:00:00Z,57,10,12,2.7935194830246917
2009-03-07T00:00:00Z,50,17,11,1.4972231867283952
2009-03-08T00:00:00Z,53,11,14,3.715579989711934
2009-03-09T00:00:00Z,47,14,7,1.7209497170781891
2009-03-10T00:00:00Z,48,12,13,2.4711458333333334
2009-03-11T00:00:00Z,48,12,11,2.9105774176954733
2009-03-12T00:00:00Z,50,8,13,1.3536934156378602
2009-03-13T00:00:00Z,54,15,15,2.3045500257201645
2009-03-14T00:00:00Z,48,17,14,2.521463155864198
2009-03-15T00:00:00Z,51,10,14,2.777544849537037
2009-03-16T00:00:00Z,52,14,13,3.2859341242283957
2009-03-17T00:00:00Z,46,14,10,1.5287832754629627
2009-03-18T00:00:00Z,49,8,11,6.049268422067901
2009-03-19T00:00:00Z,49,17,13,1.8575361689814816
2009-03-20T00:00:00Z,41,14,9,2.75366512345679
2009-03-21T00:00:00Z,63,8,30,2.704347457990398
2009-03-22T00:00:00Z,58,27,16,2.7586075102880656
2009-03-23T00:00:00Z,50,16,12,2.598704346707819
2009-03-24T00:00:00Z,46,13,10,1.86175106095679
2009-03-25T00:00:00Z,35,17,7,2.349808063271605
2009-03-26T00:00:00Z,38,9,14,2.7650022505144034
2009-03-27T00:00:00Z,39,12,13,2.8343505658436214
2009-03-28T00:00:00Z,46,12,15,3.0808815586419755
2009-03-29T00:00:00Z,45,10,11,12.030702481995883
2009-03-30T00:00:00Z,55,9,20,3.1656947980967076
2009-03-31T00:00:00Z,56,18,15,3.208691486625515
2009-04-01T00:00:00Z,45,17,5,1.8067505787037037
2009-04-02T00:00:00Z,41,13,13,2.9392984365814225
2009-04-03T00:00:00Z,36,11,5,0.8987393904320989
2009-04-04T00:00:00Z,41,10,13,4.209271219135803
2009-04-05T00:00:00Z,40,10,13,1.6834600694444444
2009-04-06T00:00:00Z,39,12,11,10.432150205761317
2009-04-07T00:00:00Z,47,10,16,1.9389788773148144
2009-04-08T00:00:00Z,36,19,8,3.0091719714506175
2009-04-09T00:00:00Z,42,7,14,3.604029063786008
2009-04-10T00:00:00Z,41,12,12,4.371415252057614
2009-04-11T00:00:00Z,42,11,12,6.0186212062757205
2009-04-12T00:00:00Z,38,14,10,5.399909979423868
2009-04-13T00:00:00Z,43,4,10,2.1570527906378603
2009-04-14T00:00:00Z,38,13,7,1.621296296296296
2009-04-15T00:00:00Z,46,9,16,2.826341563786008
